"gene.GeneID","Ensembl.Gene.ID","blah","gene.Chr","gene.Start","gene.End","gene.Strand","gene.Length","sample.group","sample.lib.size","sample.norm.factors","counts","rpkm"
63943,"ENSG00000230907",12541,881,12943,12940,2,1344,1,19420249,1,269,10.30619172
63943,"ENSG00000224200",12541,881,12943,12940,2,1344,1,19420249,1,269,10.30619172
63943,"ENSG00000223666",12541,881,12943,12940,2,1344,1,19420249,1,269,10.30619172
63943,"ENSG00000204315",12541,881,12943,12940,2,1344,1,19420249,1,269,10.30619172
63946,"ENSG00000142025",12542,511,15371,15370,97,1821,1,19420249,1,0,0
63947,"ENSG00000269502",12543,1096,21894,21891,6,1100,1,19420249,1,0,0
63947,"ENSG00000184911",12543,1096,21894,21891,6,1100,1,19420249,1,0,0
63948,"ENSG00000143006",12544,4,18483,18479,92,1907,1,19420249,1,5,0.135009559
63950,"ENSG00000142700",12545,3,17846,17844,3,3103,1,19420249,1,0,0
63951,"ENSG00000176399",12546,1037,9978,9977,90,2302,1,19420249,1,0,0
63967,"ENSG00000092853",12547,25,13904,13902,25,8484,1,19420249,1,2093,12.70321869
63970,"ENSG00000120471",12548,121,3633,3629,2,2659,1,19420249,1,0,0
63971,"ENSG00000137177",12549,919,7889,7888,40,6464,1,19420249,1,2589,20.62414288
63973,"ENSG00000178403",12550,787,1950,1948,2,2287,1,19420249,1,3,0.067546103
63974,"ENSG00000164600",12551,936,12703,12701,2,2157,1,19420249,1,0,0
63976,"ENSG00000142611",12552,17,12258,12256,105,8723,1,19420249,1,2,0.011806178
63977,"ENSG00000141956",12553,685,15633,15632,31,7650,1,19420249,1,404,2.719350175
63978,"ENSG00000147596",12554,991,21670,21668,8,2209,1,19420249,1,0,0
63979,"ENSG00000132436",12555,938,17748,17747,4,3532,1,19420249,1,986,14.37478726
63982,"ENSG00000134343",12556,146,11430,11429,115,5936,1,19420249,1,1,0.008674637
64002,"ENSG00000227418",12557,553,8656,8653,91,1590,1,19420249,1,0,0
64005,"ENSG00000136286",12558,956,16149,16147,22,3279,1,19420249,1,30,0.471112952
64061,"ENSG00000184205",12559,1097,18327,18325,95,2828,1,19420249,1,1818,33.10241505
64062,"ENSG00000139746",12560,242,23329,23325,21,3624,1,19420249,1,1315,18.68455547
64063,"ENSG00000005001",12561,367,12077,12075,6,1386,1,19420249,1,2,0.074303962
64064,"ENSG00000198754",12562,1,14894,14891,1,1824,1,19420249,1,10,0.282306171
64065,"ENSG00000112378",12563,882,4672,4669,3,4302,1,19420249,1,1,0.011969467
64066,"ENSG00000137675",12564,129,556,554,10,1647,1,19420249,1,0,0
64067,"ENSG00000151322",12565,278,13283,13282,101,5984,1,19420249,1,1,0.008605054
64072,"ENSG00000107736",12566,119,22113,22111,156,13719,1,19420249,1,25,0.093834546
64073,"ENSG00000167644",12567,506,14529,14526,92,461,1,19420249,1,0,0
64077,"ENSG00000107902",12568,77,3367,3364,95,1685,1,19420249,1,65,1.986363185
64078,"ENSG00000197506",12569,1054,24023,24020,19,2209,1,19420249,1,1,0.023310387
64080,"ENSG00000171174",12570,558,11865,11862,8,1196,1,19420249,1,6,0.258324309
64081,"ENSG00000108187",12571,80,21468,21464,10,2854,1,19420249,1,55,0.992324986
64083,"ENSG00000113384",12572,835,12951,12948,4,2676,1,19420249,1,1521,29.26768087
64084,"ENSG00000158258",12573,747,4813,4811,105,4882,1,19420249,1,1,0.010547449
64087,"ENSG00000131844",12574,848,21653,21651,105,3674,1,19420249,1,2086,29.2361619
64087,"ENSG00000275300",12574,848,21653,21651,105,3674,1,19420249,1,2086,29.2361619
64089,"ENSG00000104497",12575,992,23604,23603,9,3456,1,19420249,1,146,2.175325886
64090,"ENSG00000154252",12576,554,10829,10826,92,1449,1,19420249,1,27,0.959490291
64091,"ENSG00000121577",12577,734,2624,2620,4,1644,1,19420249,1,2,0.062643121
64092,"ENSG00000155307",12578,664,6776,6773,8,1888,1,19420249,1,3255,88.77572116
64093,"ENSG00000198732",12579,277,21542,21537,100,3669,1,19420249,1,0,0
64094,"ENSG00000112562",12580,892,7367,7366,101,3150,1,19420249,1,78,1.275055987
64096,"ENSG00000125861",12581,621,13953,13951,5,1517,1,19420249,1,0,0
64097,"ENSG00000129595",12582,854,1707,1703,23,4707,1,19420249,1,173,1.892548905
64098,"ENSG00000138964",12583,713,16038,16036,106,3326,1,19420249,1,1,0.015481854
64100,"ENSG00000169393",12584,509,17148,17145,95,1059,1,19420249,1,0,0
64101,"ENSG00000128594",12585,936,3499,3495,2,3707,1,19420249,1,2,0.027781303
64102,"ENSG00000000005",12586,1097,25662,25660,95,1348,1,19420249,1,0,0
64105,"ENSG00000123219",12587,842,20546,20542,11,1731,1,19420249,1,716,21.29909548
64106,"ENSG00000148734",12588,74,21880,21877,4,1311,1,19420249,1,0,0
64108,"ENSG00000136514",12589,732,8400,8399,90,1014,1,19420249,1,5,0.253908509
64109,"ENSG00000205755",12590,1145,3962,3960,12,1588,1,19420249,1,0,0
64110,"ENSG00000177383",12591,731,8258,8257,1,1682,1,19420249,1,665,20.35826953
64111,"ENSG00000105954",12592,937,11156,11155,3,1190,1,19420249,1,0,0
64112,"ENSG00000165943",12593,268,24878,24874,3,2417,1,19420249,1,445,9.480441585
64112,"ENSG00000278268",12593,268,24878,24874,3,2417,1,19420249,1,445,9.480441585
64114,"ENSG00000135926",12594,562,9720,9718,12,2349,1,19420249,1,1356,29.72500106
64115,"ENSG00000107738",12595,77,22182,22180,7,4774,1,19420249,1,393,4.238921185
64116,"ENSG00000138821",12596,797,647,646,12,6021,1,19420249,1,358,3.061678648
64118,"ENSG00000169718",12597,423,23353,23351,14,1864,1,19420249,1,2030,56.07836408
64121,"ENSG00000116954",12598,7,14652,14648,7,1442,1,19420249,1,206,7.356092234
64122,"ENSG00000167363",12599,415,23424,23422,94,1433,1,19420249,1,321,11.53464009
64123,"ENSG00000162618",12600,15,23237,23234,15,3619,1,19420249,1,0,0
64127,"LRG_177",12601,373,17818,17816,100,4485,1,19420249,1,0,0
64127,"ENSG00000167207",12601,373,17818,17816,100,4485,1,19420249,1,0,0
64129,"ENSG00000142910",12602,12,12928,12924,100,2237,1,19420249,1,4,0.092074467
64130,"ENSG00000104863",12603,508,17487,17484,94,755,1,19420249,1,68,4.637748217
64131,"ENSG00000103489",12604,373,7560,7560,12,9336,1,19420249,1,9,0.04963944
64132,"ENSG00000015532",12605,420,17116,17113,99,3567,1,19420249,1,247,3.565652782
64135,"ENSG00000115267",12606,566,7106,7104,16,3421,1,19420249,1,62,0.933219535
64137,"ENSG00000172350",12607,135,2577,2572,104,3936,1,19420249,1,0,0
64145,"ENSG00000131381",12608,744,6015,6025,14,6678,1,19420249,1,793,6.114655285
64146,"ENSG00000258429",12609,363,21364,21362,2,1158,1,19420249,1,55,2.445678334
64147,"ENSG00000088727",12610,752,16814,16812,22,3603,1,19420249,1,303,4.330355712
64149,"ENSG00000108666",12611,419,12494,12488,10,1623,1,19420249,1,338,10.72366865
64151,"ENSG00000109805",12613,806,7909,7908,109,4664,1,19420249,1,4104,45.30999522
64167,"ENSG00000164308",12614,850,25210,25208,107,5691,1,19420249,1,24,0.217154014
64168,"ENSG00000123119",12615,996,24660,24658,101,5140,1,19420249,1,31,0.310558758
64170,"ENSG00000187796",12616,1048,4768,4765,13,2123,1,19420249,1,758,18.38503316
64170,"LRG_178",12616,1048,4768,4765,13,2123,1,19420249,1,758,18.38503316
64172,"ENSG00000128694",12617,559,8531,8528,9,2316,1,19420249,1,70,1.556340758
64174,"ENSG00000167261",12618,372,21151,21150,11,1709,1,19420249,1,46,1.385992802
64175,"ENSG00000117385",12619,15,15632,15631,15,2705,1,19420249,1,1838,34.9883485
64175,"LRG_5",12619,15,15632,15631,15,2705,1,19420249,1,1838,34.9883485
64180,"ENSG00000141096",12620,371,21150,21149,10,1738,1,19420249,1,1,0.029627529
64184,"ENSG00000181552",12621,267,9479,9476,90,896,1,19420249,1,0,0
64207,"ENSG00000119669",12622,266,22974,22971,1,4149,1,19420249,1,385,4.77817994
64208,"ENSG00000132429",12623,884,953,952,5,1911,1,19420249,1,94,2.532866923
64210,"ENSG00000155229",12624,101,25562,25559,31,3686,1,19420249,1,1719,24.01406887
64211,"ENSG00000089116",12625,172,2031,2027,5,2084,1,19420249,1,6,0.148251379
64215,"ENSG00000136770",12626,82,9831,9829,12,2091,1,19420249,1,2736,67.37631682
64216,"ENSG00000162851",12627,8,10955,10952,8,1786,1,19420249,1,1377,39.7006568
64218,"ENSG00000196189",12628,16,6565,6563,104,3453,1,19420249,1,26,0.387723367
64219,"ENSG00000181191",12629,1092,21199,21197,2,2880,1,19420249,1,240,4.291053803
64220,"ENSG00000137868",12630,331,22383,22382,20,4342,1,19420249,1,14,0.166028798
64221,"ENSG00000154134",12631,147,3223,3221,116,4554,1,19420249,1,5,0.056535623
64222,"ENSG00000186283",12632,6,7957,7956,94,2124,1,19420249,1,1316,31.90410624
64223,"ENSG00000167965",12633,370,10023,10022,97,1640,1,19420249,1,3617,113.566402
64224,"ENSG00000122557",12634,943,13758,13756,9,2911,1,19420249,1,364,6.438791829
64225,"ENSG00000119787",12635,563,14477,14475,13,3368,1,19420249,1,1917,29.30861095
64231,"ENSG00000110077",12636,126,19801,19800,7,2067,1,19420249,1,33,0.822088682
64232,"ENSG00000166930",12637,124,19830,19829,93,722,1,19420249,1,0,0
64236,"ENSG00000120913",12638,994,9972,9970,99,5475,1,19420249,1,11,0.103455544
64240,"ENSG00000138075",12639,563,15869,15868,13,2740,1,19420249,1,0,0
64241,"ENSG00000143921",12640,563,15879,15877,101,2665,1,19420249,1,0,0
64282,"ENSG00000121274",12641,374,17648,17646,101,8114,1,19420249,1,290,1.840382947
64283,"ENSG00000214944",12642,868,22051,22048,125,6352,1,19420249,1,0,0
64284,"ENSG00000124839",12643,556,10655,10652,6,1999,1,19420249,1,0,0
64285,"ENSG00000007384",12644,379,1280,1338,18,2992,1,19420249,1,106,1.824271537
64288,"ENSG00000235109",12645,890,11926,11924,11,4367,1,19420249,1,314,3.702470971
64318,"ENSG00000173145",12646,91,25192,25190,21,3436,1,19420249,1,2279,34.15359121
64319,"ENSG00000156860",12647,373,12503,12499,100,2811,1,19420249,1,292,5.348933663
64320,"ENSG00000163481",12648,560,9746,9742,10,1561,1,19420249,1,331,10.91868399
64321,"ENSG00000164736",12649,985,18818,18816,90,2350,1,19420249,1,0,0
64324,"ENSG00000165671",12650,855,7810,7808,112,13059,1,19420249,1,3575,14.09650112
64324,"LRG_512",12650,855,7810,7808,112,13059,1,19420249,1,3575,14.09650112
64326,"ENSG00000143207",12651,20,7768,7767,20,2774,1,19420249,1,1344,24.94813112
64327,"ENSG00000105983",12652,951,6604,6602,17,4890,1,19420249,1,1172,12.34138664
64328,"ENSG00000132953",12653,244,9520,9519,23,9885,1,19420249,1,872,4.542396257
64332,"ENSG00000144802",12654,744,385,384,102,4197,1,19420249,1,66,0.809748538
64333,"ENSG00000123329",12655,186,19460,19459,19,2975,1,19420249,1,147,2.54434249
64342,"ENSG00000118960",12656,557,9334,9333,7,2403,1,19420249,1,274,5.871404455
64343,"ENSG00000163512",12657,739,11946,11945,9,3665,1,19420249,1,2489,34.97003956
64344,"ENSG00000124440",12658,519,16676,16671,105,6032,1,19420249,1,0,0
64359,"ENSG00000167693",12659,417,21518,21560,8,3004,1,19420249,1,1,0.01714136
64374,"ENSG00000120725",12660,842,4661,4658,11,1989,1,19420249,1,484,12.53013599
64375,"ENSG00000123411",12661,175,19103,19102,96,5451,1,19420249,1,426,4.024191349
64376,"ENSG00000095574",12662,75,3225,3223,5,1658,1,19420249,1,255,7.919556477
64377,"ENSG00000124302",12663,508,13439,13436,94,2898,1,19420249,1,1,0.017768339
64386,"ENSG00000008516",12664,371,12603,12601,98,3554,1,19420249,1,8,0.115909163
64388,"ENSG00000180875",12665,2,10732,10727,2,4183,1,19420249,1,4,0.049239919
64393,"ENSG00000172667",12666,737,7945,7944,7,9116,1,19420249,1,200,1.129720176
64395,"ENSG00000087338",12667,564,21473,21468,102,2346,1,19420249,1,804,17.64709595
64396,"ENSG00000244234",12668,832,7890,7889,1,2923,1,19420249,1,172,3.030015412
64397,"ENSG00000103994",12669,330,15466,15467,19,10460,1,19420249,1,3982,19.60264961
64398,"ENSG00000072415",12670,280,21091,21090,103,5357,1,19420249,1,466,4.47929305
64399,"ENSG00000164161",12671,798,5454,5448,101,3530,1,19420249,1,0,0
64400,"ENSG00000166971",12672,371,18402,18400,10,2222,1,19420249,1,49,1.135526389
64403,"ENSG00000139880",12673,279,10535,10532,14,3553,1,19420249,1,215,3.115935495
64405,"ENSG00000149654",12674,627,16105,16103,11,3657,1,19420249,1,1,0.01408057
64407,"ENSG00000150681",12675,5,8602,8599,93,2145,1,19420249,1,0,0
64409,"ENSG00000185274",12676,945,21601,21599,99,3250,1,19420249,1,0,0
64410,"ENSG00000183655",12677,314,23955,23952,3,3683,1,19420249,1,2,0.027962338
64411,"ENSG00000120318",12678,864,5041,5038,33,5262,1,19420249,1,783,7.662246586
64412,"ENSG00000125812",12679,621,10458,10456,93,4741,1,19420249,1,304,3.301785335
64417,"ENSG00000151881",12680,834,15695,15694,3,2761,1,19420249,1,164,3.058599741
64418,"ENSG00000146802",12681,939,1840,1839,5,3951,1,19420249,1,470,6.125422286
64419,"ENSG00000163719",12682,749,25283,25281,107,2525,1,19420249,1,1688,34.42359835
64420,"ENSG00000106868",12683,1052,2150,2148,17,2996,1,19420249,1,1341,23.04794319
64421,"LRG_54",12684,86,5785,5784,16,4108,1,19420249,1,598,7.495764872
64421,"ENSG00000152457",12684,86,5785,5784,16,4108,1,19420249,1,598,7.495764872
64422,"ENSG00000144848",12685,742,1818,1817,12,1242,1,19420249,1,3084,127.8609655
64423,"ENSG00000203485",12686,288,890,888,111,5570,1,19420249,1,661,6.11070714
64425,"ENSG00000137054",12687,1047,14198,14196,100,1854,1,19420249,1,3119,86.62651659
64426,"ENSG00000111707",12688,179,2537,2532,100,4728,1,19420249,1,931,10.13952054
64427,"ENSG00000115282",12689,563,22452,22450,101,2929,1,19420249,1,626,11.00525646
64428,"ENSG00000103245",12690,372,23069,23073,11,2093,1,19420249,1,528,12.99002241
64429,"ENSG00000023041",12691,81,2068,2066,11,2170,1,19420249,1,554,13.1460487
64430,"ENSG00000126773",12692,275,19867,19865,98,3932,1,19420249,1,410,5.369273833
64431,"ENSG00000075089",12693,178,125,122,99,1755,1,19420249,1,481,14.11279918
64432,"ENSG00000131368",12694,734,5981,5987,4,4566,1,19420249,1,1797,20.26550246
64433,"ENSG00000279418",12695,935,6586,6584,89,611,1,19420249,1,0,0
64434,"ENSG00000146909",12696,945,6630,6628,99,6077,1,19420249,1,2086,17.67544163
64446,"ENSG00000171595",12697,423,21933,21930,102,2279,1,19420249,1,0,0
64478,"ENSG00000183117",12698,1032,11848,11854,68,14317,1,19420249,1,834,2.999571591
64493,"ENSG00000277142",12699,362,19416,19429,1,561,1,19420249,1,1,0.091787247
64499,"ENSG00000197253",12700,367,3514,3515,6,1166,1,19420249,1,0,0
64506,"ENSG00000277445",12701,323,23646,23645,12,3490,1,19420249,1,256,3.77711097
64506,"ENSG00000214575",12701,323,23646,23645,12,3490,1,19420249,1,256,3.77711097
64518,"ENSG00000125409",12702,418,6127,6124,9,1784,1,19420249,1,0,0
64577,"ENSG00000118514",12703,886,4417,4413,7,2558,1,19420249,1,2,0.040260083
64579,"ENSG00000138653",12704,799,2225,2223,14,3339,1,19420249,1,0,0
64581,"LRG_179",12705,174,577,580,7,2732,1,19420249,1,0,0
64581,"ENSG00000172243",12705,174,577,580,7,2732,1,19420249,1,0,0
64582,"ENSG00000181619",12706,266,19798,19799,1,1820,1,19420249,1,3,0.084877987
64591,"ENSG00000168757",12707,1155,19944,19943,94,1160,1,19420249,1,0,0
64591,"ENSG00000279308",12707,1155,19944,19943,94,1160,1,19420249,1,0,0
64595,"ENSG00000233864",12709,1153,5643,5638,92,5242,1,19420249,1,0,0
64598,"ENSG00000106330",12710,941,57,57,95,1399,1,19420249,1,150,5.521012756
64599,"ENSG00000146830",12711,958,71,71,24,6329,1,19420249,1,2040,16.5974083
64600,"ENSG00000158786",12712,5,9172,9169,93,2719,1,19420249,1,0,0
64601,"ENSG00000215305",12713,640,11905,11904,112,2726,1,19420249,1,510,9.633620424
64641,"ENSG00000221818",12714,999,11296,11295,16,2297,1,19420249,1,0,0
64645,"ENSG00000156875",12715,12,108,107,100,2641,1,19420249,1,686,13.37521958
64648,"ENSG00000196406",12716,1092,5020,5016,2,384,1,19420249,1,0,0
64651,"ENSG00000144655",12717,735,14618,14615,5,3188,1,19420249,1,633,10.22422983
64663,"ENSG00000196406",12718,1092,4941,4938,2,404,1,19420249,1,1,0.127457044
64663,"ENSG00000198573",12718,1092,4941,4938,2,404,1,19420249,1,1,0.127457044
64682,"ENSG00000153107",12719,598,1849,1848,48,6312,1,19420249,1,1720,14.03158278
64689,"ENSG00000114745",12720,739,14605,14600,9,3057,1,19420249,1,1173,19.7582183
64693,"ENSG00000212710",12721,464,8912,8910,1,4315,1,19420249,1,49,0.58473688
64699,"ENSG00000160183",12722,669,15789,15787,13,2729,1,19420249,1,2,0.037737373
64708,"ENSG00000144524",12723,557,10426,10423,95,1977,1,19420249,1,804,20.94086348
64710,"ENSG00000069275",12724,7,9216,9213,7,6453,1,19420249,1,12108,96.61753501
64711,"ENSG00000276333",12725,363,8756,8758,2,1063,1,19420249,1,0,0
64711,"ENSG00000162040",12725,363,8756,8758,2,1063,1,19420249,1,0,0
64714,"ENSG00000185615",12726,372,13261,13265,99,1726,1,19420249,1,4,0.119334057
64718,"ENSG00000059145",12727,378,5061,5089,17,6029,1,19420249,1,370,3.160105969
64735,"ENSG00000162039",12728,364,8627,8625,3,662,1,19420249,1,0,0
64743,"ENSG00000101940",12729,1098,17134,17131,96,2804,1,19420249,1,993,18.23544833
64744,"ENSG00000084070",12730,10,15028,15025,98,2576,1,19420249,1,3434,68.6435346
64745,"ENSG00000165792",12731,278,9559,9555,101,1786,1,19420249,1,1401,40.39260725
64746,"ENSG00000182827",12732,8,10062,10058,8,3565,1,19420249,1,922,13.31731256
64747,"ENSG00000118855",12733,746,6769,6763,104,2362,1,19420249,1,410,8.938181504
64748,"ENSG00000105520",12734,512,2141,2139,98,2743,1,19420249,1,96,1.802148735
64750,"ENSG00000108854",12735,428,20194,20193,19,3866,1,19420249,1,995,13.25276317
64753,"ENSG00000128596",12736,952,3578,3573,106,4168,1,19420249,1,2964,36.61809061
64754,"ENSG00000185420",12737,12,10932,10930,12,1635,1,19420249,1,2898,91.26953337
64755,"ENSG00000140688",12738,374,12744,12742,13,2765,1,19420249,1,1005,18.71613341
64756,"ENSG00000123472",12739,9,16769,16764,9,4131,1,19420249,1,1187,14.7958776
64757,"ENSG00000186205",12740,7,9851,9849,95,2243,1,19420249,1,0,0
64759,"ENSG00000136205",12741,965,16827,16824,31,7627,1,19420249,1,1,0.006751363
64760,"ENSG00000158863",12742,1000,9740,9737,105,3732,1,19420249,1,699,9.644522857
64761,"ENSG00000059378",12743,946,4824,4819,12,3791,1,19420249,1,744,10.10565243
64762,"ENSG00000141441",12744,469,12254,12252,6,3055,1,19420249,1,7,0.117986422
64763,"ENSG00000105732",12745,504,15437,15436,90,3130,1,19420249,1,333,5.478291054
64764,"ENSG00000182158",12746,946,4613,4610,12,7455,1,19420249,1,1149,7.936291058
64766,"ENSG00000116497",12747,9,13252,13250,97,4526,1,19420249,1,939,10.68307429
64768,"ENSG00000127080",12748,1048,25084,25080,13,4401,1,19420249,1,433,5.066193038
64769,"ENSG00000163875",12749,8,14308,14307,8,2147,1,19420249,1,2389,57.29666066
64770,"ENSG00000175455",12750,742,3090,3088,12,4187,1,19420249,1,1437,17.67254163
64771,"ENSG00000196821",12751,884,13526,13524,5,4419,1,19420249,1,3785,44.10492504
64772,"ENSG00000167280",12752,423,22914,22911,102,4490,1,19420249,1,752,8.624158023
64773,"ENSG00000132635",12753,624,11894,11893,8,1999,1,19420249,1,180,4.636656436
64776,"ENSG00000137720",12754,123,1734,1731,92,984,1,19420249,1,238,12.45452201
64777,"ENSG00000145916",12755,842,7885,7884,99,1808,1,19420249,1,1211,34.48981962
64778,"ENSG00000075420",12756,757,7550,7548,115,7086,1,19420249,1,533,3.873211985
64779,"ENSG00000103248",12757,371,23988,23988,10,3289,1,19420249,1,245,3.835724592
64780,"ENSG00000135596",12758,904,1465,1461,25,3645,1,19420249,1,719,10.15725987
64781,"ENSG00000100422",12759,708,16764,16757,13,4445,1,19420249,1,1050,12.16361708
64782,"ENSG00000181026",12760,315,24266,24264,92,3116,1,19420249,1,1171,19.35105521
64783,"ENSG00000162775",12761,3,1620,1616,91,3431,1,19420249,1,696,10.44560809
64784,"ENSG00000140577",12762,326,24581,24578,103,5171,1,19420249,1,637,6.343224768
64785,"ENSG00000181938",12763,365,19602,19602,92,2391,1,19420249,1,892,19.21013798
64786,"ENSG00000121749",12764,186,21927,21923,107,5888,1,19420249,1,1547,13.52906298
64787,"ENSG00000177106",12765,140,21603,21602,109,3141,1,19420249,1,170,2.786930837
64788,"ENSG00000103227",12766,378,24497,24506,17,4664,1,19420249,1,19,0.209768496
64788,"ENSG00000260807",12766,378,24497,24506,17,4664,1,19420249,1,19,0.209768496
64789,"ENSG00000164002",12767,3,15058,15056,91,2217,1,19420249,1,81,1.881328055
64792,"ENSG00000128581",12768,939,207,206,5,2459,1,19420249,1,140,2.931667503
64793,"ENSG00000130695",12769,14,11476,11472,102,3935,1,19420249,1,4919,64.3690785
64794,"ENSG00000125485",12770,1056,4442,4438,21,3786,1,19420249,1,554,7.534845664
64795,"ENSG00000153561",12771,559,24026,24023,97,6183,1,19420249,1,1013,8.436365847
64798,"ENSG00000155792",12772,992,2808,2805,97,2631,1,19420249,1,7,0.137000578
64799,"ENSG00000103599",12773,334,21067,21064,111,4755,1,19420249,1,48,0.519799577
64800,"ENSG00000186976",12774,724,15838,15837,32,4929,1,19420249,1,1,0.010446875
64801,"ENSG00000173409",12775,6,10341,10338,94,1445,1,19420249,1,987,35.17179325
64802,"ENSG00000173614",12776,5,11,11,93,3781,1,19420249,1,286,3.894973989
64805,"ENSG00000169313",12777,733,6008,6005,3,1539,1,19420249,1,0,0
64806,"ENSG00000166090",12778,267,10650,10646,90,1367,1,19420249,1,0,0
64816,"ENSG00000021461",12779,947,25587,25585,101,2167,1,19420249,1,0,0
64834,"ENSG00000066322",12780,8,15801,15799,8,1483,1,19420249,1,866,30.06920507
64837,"ENSG00000174996",12781,136,20778,20775,105,3269,1,19420249,1,1346,21.20192751
64838,"ENSG00000115226",12782,557,11785,11784,7,1671,1,19420249,1,41,1.263434154
64839,"ENSG00000145743",12783,840,1188,1188,9,5200,1,19420249,1,283,2.802388215
64840,"ENSG00000102312",12784,1105,17098,17094,103,1882,1,19420249,1,39,1.067063326
64841,"ENSG00000100522",12785,271,18352,18348,6,3928,1,19420249,1,525,6.882290978
64843,"ENSG00000159556",12786,317,22848,22845,94,1798,1,19420249,1,355,10.16679044
64844,"ENSG00000136536",12787,560,6944,6941,98,3468,1,19420249,1,2440,36.22896637
64847,"ENSG00000006282",12788,426,17191,17186,105,2607,1,19420249,1,86,1.698645004
64848,"ENSG00000047188",12789,861,1885,1884,118,6308,1,19420249,1,1029,8.399799043
64849,"ENSG00000158296",12790,631,16195,16192,15,4235,1,19420249,1,191,2.322336557
64850,"ENSG00000164089",12791,798,1448,1446,13,2147,1,19420249,1,0,0
64852,"ENSG00000149016",12792,128,20148,20147,9,2826,1,19420249,1,569,10.36776906
64853,"ENSG00000186063",12793,10,9904,9900,10,3006,1,19420249,1,181,3.10052191
64854,"ENSG00000109189",12794,795,18389,18388,10,8263,1,19420249,1,278,1.732416252
64855,"ENSG00000136830",12795,1050,3796,3791,15,4017,1,19420249,1,3999,51.26190936
64856,"ENSG00000179403",12796,3,4584,4581,91,4659,1,19420249,1,74,0.817869881
64857,"ENSG00000090924",12797,521,14816,14814,107,7607,1,19420249,1,555,3.756857937
64858,"ENSG00000118655",12798,4,2111,2109,92,3788,1,19420249,1,479,6.511345634
64859,"ENSG00000173559",12799,556,8614,8611,94,3912,1,19420249,1,391,5.146632016
64860,"ENSG00000125962",12800,1095,423,421,93,3050,1,19420249,1,562,9.488153065
64863,"ENSG00000101574",12801,472,11207,11210,9,3674,1,19420249,1,332,4.653118768
64864,"ENSG00000181827",12802,320,19093,19092,9,7195,1,19420249,1,745,5.331761084
64866,"ENSG00000163814",12803,739,16175,16173,9,6241,1,19420249,1,699,5.767242317
64881,"ENSG00000280165",12804,223,20090,20090,2,4778,1,19420249,1,0,0
64881,"ENSG00000197991",12804,223,20090,20090,2,4778,1,19420249,1,0,0
64895,"ENSG00000115421",12805,572,19921,19919,110,7386,1,19420249,1,377,2.628314027
64897,"ENSG00000157895",12806,173,2862,2859,6,1920,1,19420249,1,544,14.58958293
64900,"ENSG00000132793",12807,636,14831,14829,108,4363,1,19420249,1,446,5.263745119
64901,"ENSG00000204764",12808,859,7454,7452,116,4440,1,19420249,1,0,0
64902,"ENSG00000113492",12809,845,13627,13624,14,2406,1,19420249,1,0,0
64919,"ENSG00000127152",12810,269,25620,25618,4,7816,1,19420249,1,0,0
64921,"ENSG00000127995",12811,952,24935,24930,106,3882,1,19420249,1,76,1.008099193
64922,"ENSG00000184434",12812,1040,11575,11574,5,3609,1,19420249,1,0,0
64924,"ENSG00000145740",12813,847,21202,21200,104,3692,1,19420249,1,657,9.163236237
64925,"ENSG00000177352",12814,732,17363,17359,2,1812,1,19420249,1,524,14.89080922
64926,"ENSG00000105122",12815,520,6531,6528,18,3290,1,19420249,1,1,0.01565126
64927,"ENSG00000103852",12816,324,25627,25625,13,3808,1,19420249,1,90,1.217000553
64928,"ENSG00000180992",12817,882,15887,15886,3,775,1,19420249,1,1041,69.16625047
64940,"ENSG00000106610",12818,939,20915,20914,93,2135,1,19420249,1,515,12.42094263
64943,"ENSG00000168268",12819,745,18188,18186,15,2360,1,19420249,1,3784,82.56278437
64946,"ENSG00000153044",12820,840,21214,21212,97,1389,1,19420249,1,1768,65.54283477
64949,"ENSG00000125901",12821,620,12380,12378,92,1039,1,19420249,1,261,12.93511118
64951,"ENSG00000062582",12822,938,15826,15825,4,696,1,19420249,1,612,45.27801599
64960,"ENSG00000116898",12823,8,14061,14059,8,965,1,19420249,1,2248,119.9538522
64963,"ENSG00000181991",12824,317,24241,24239,94,1135,1,19420249,1,757,34.34355308
64965,"ENSG00000135972",12825,561,960,959,99,1458,1,19420249,1,3368,118.9487178
64968,"ENSG00000243927",12826,659,13711,13710,91,990,1,19420249,1,704,36.61699246
64969,"ENSG00000144029",12827,562,25142,25139,12,1661,1,19420249,1,4024,124.7479868
64975,"ENSG00000182154",12828,1037,4957,4953,90,604,1,19420249,1,1333,113.6418819
64976,"ENSG00000185608",12829,699,8683,8680,92,776,1,19420249,1,2139,141.936558
64978,"ENSG00000204316",12830,418,22240,22238,9,1575,1,19420249,1,1675,54.76201997
64979,"ENSG00000171421",12831,833,8023,8023,2,614,1,19420249,1,956,80.17421699
64981,"ENSG00000130312",12832,504,7681,7680,90,968,1,19420249,1,1053,56.0142106
64983,"ENSG00000106591",12833,937,15560,15558,91,895,1,19420249,1,2287,131.5795314
65003,"ENSG00000174547",12834,125,20803,20799,6,1686,1,19420249,1,938,28.6477471
65005,"ENSG00000143436",12835,7,6084,6081,7,1292,1,19420249,1,2576,102.6664514
65008,"ENSG00000169288",12836,794,23172,23168,97,1359,1,19420249,1,433,16.40641322
65009,"ENSG00000103034",12837,379,19615,19614,106,3924,1,19420249,1,6,0.078734932
